"","interact_id","treksoft_pid","treksoft_uid","ethica_id","sd_id_1","sd_firmware_1","sd_start_1","sd_end_1","sd_id_2","sd_firmware_2","sd_start_2","sd_end_2","dropout","data_disposition","test","plg_id","wave"
"265",201431038,"607","609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"266",201442293,"579","581",5889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"267",201446717,"445","447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"268",201447600,"456","458",6233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"269",201453621,"271","273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"270",201455533,"855","857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"271",201456269,"907","909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"272",201457854,"872","874",6271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"273",201458731,"133","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"274",201463354,"631","633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"275",201494669,"821","823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"276",201503371,"89","91",5189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"277",201508986,"22","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"278",201517146,"738","740",6251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"279",201523441,"401","403",6373,482,2106,2018-10-11,2018-10-22,NA,NA,NA,NA,NA,NA,0,NA,1
"280",201524622,"804","806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"281",201524923,"384","386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"282",201533348,"344","346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"283",201535418,"101","103",5318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"284",201535471,"758","760",6121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"285",201549988,"62","64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"286",201550524,"528","530",5711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"287",201553714,"526","528",5876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"288",201553747,"113","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"289",201553762,"491","493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"290",201563972,"257","259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"291",201565100,"92","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"292",201571742,"176","178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"293",201576722,"582","584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"294",201577722,"710","712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"295",201582643,"572","574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"296",201585799,"689","691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"297",201587133,"704","706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"298",201589206,"31","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"299",201600163,"820","822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"300",201601051,"747","749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"301",201602681,"536","538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"302",201608030,"651","653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"303",201619899,"354","356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"304",201625072,"77","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"305",201626968,"563","565",5794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"306",201627151,"652","654",6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"307",201639217,"807","809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"308",201640636,"849","851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"309",201649005,"131","133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"310",201659989,"715","717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"311",201670130,"291","293",6435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"312",201679613,"351","353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"313",201680208,"11","13",5068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"314",201684125,"620","622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"315",201691478,"318","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"316",201700217,"230","232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"317",201712332,"841","843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"318",201715989,"473","475",5871,455,2106,2018-09-15,2018-09-21,NA,NA,NA,NA,NA,NA,0,NA,1
"319",201724333,"269","271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"320",201730931,"29","31",NA,420,2106,2018-05-04,2018-05-05,NA,NA,NA,NA,NA,NA,0,NA,1
"321",201745587,"671","673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"322",201747175,"795","797",6144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"323",201753508,"58","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"324",201758578,"852","854",7065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"325",201760181,"19","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"326",201765757,"842","844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"327",201772889,"858","860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"328",201773311,"51","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"329",201780770,"728","730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"330",201791888,"225","227",5234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"331",201802018,"65","67",5183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"332",201803798,"926","928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"333",201810690,"827","829",NA,444,2106,NA,NA,NA,NA,NA,NA,NA,"ignore",0,NA,1
"334",201815134,"239","241",5272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"335",201817763,"404","406",5583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"336",201825244,"663","665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"337",201831007,"320","322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"338",201832829,"662","664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"339",201834558,"215","217",5436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"340",201837465,"463","465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"341",201840369,"856","858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"342",201846360,"93","95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"343",201847616,"398","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"344",201850807,"789","791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"345",201854830,"45","47",5187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"346",201862328,"208","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"347",201863163,"470","472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"348",201863303,"612","614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"349",201891621,"79","81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"350",201903471,"664","666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"351",201907775,"198","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"352",201910464,"559","561",5802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"353",201912368,"260","262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"354",201915876,"565","567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"355",201917306,"134","136",5137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"356",201919624,"700","702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"357",201922539,"327","329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"358",201929826,"224","226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"359",201932708,"122","124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"360",201939475,"311","313",6952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"361",201943613,"249","251",5296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"362",201945386,"500","502",5718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"363",201946800,"426","428",5649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"364",201948691,"853","855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"365",201949044,"459","461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"366",201953777,"25","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"367",201955299,"819","821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"368",201960103,"NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"369",201965517,"895","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"370",201965633,"158","160",5381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"371",201968738,"857","859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"372",201973640,"149","151",NA,420,2106,2018-11-08,2018-11-16,NA,NA,NA,NA,NA,NA,0,NA,1
"373",201974698,"485","487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"374",201977220,"203","205",5250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"375",201977233,"144","146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"376",201980293,"406","408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"377",201988562,"709","711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"378",201989693,"449","451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"379",201991798,"432","434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"380",201993386,"69","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"381",201996485,"802","804",6156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
